step,type,country,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,unusuallogin,Acct type,Date of transaction,Time of day,DayOfWeek,IsFraud,errorBalanceOrig,errorBalanceDest,origBalanceWiped,destBalanceUnchanged,amountToBalanceRatio,isHighRiskType,nameDestIsMerchant
4,PAYMENT,Vietnam,38059.51,C1739390441,509.09,0.0,M990413155,0.0,0.0,2,Savings,2018-01-07,Afternoon,7.0,0,37550.420000000006,-38059.51,1,1,74.6133231390539,0,1
4,PAYMENT,India,8221.47,C1547521797,152.07,0.0,M294817977,0.0,0.0,13,Savings,2018-01-06,Afternoon,6.0,0,8069.4,-8221.47,1,1,53.71052459658979,0,1
4,PAYMENT,Guatemala,4385.26,C771359425,362.0,0.0,M1662312252,0.0,0.0,16,Savings,2018-01-06,Afternoon,6.0,0,4023.26,-4385.26,1,1,12.080606060606062,0,1
4,PAYMENT,Nicaragua,957.52,C1149526768,213.0,0.0,M2021230836,0.0,0.0,14,Savings,2018-01-19,Afternoon,5.0,0,744.52,-957.52,1,1,4.474392523364486,0,1
4,PAYMENT,Nicaragua,27484.12,C1768926513,16834.64,0.0,M738636051,0.0,0.0,2,Savings,2018-01-11,Afternoon,4.0,0,10649.48,-27484.12,1,1,1.6324962995169772,0,1
4,PAYMENT,Peru,27032.59,C326362094,26148.87,0.0,M391928890,0.0,0.0,9,Savings,2018-01-19,Afternoon,5.0,0,883.7200000000012,-27032.59,1,1,1.0337561907573538,0,1
4,PAYMENT,Guatemala,2630.2,C505693686,247.0,0.0,M401355610,0.0,0.0,9,Savings,2018-01-19,Afternoon,5.0,0,2383.2,-2630.2,1,1,10.605645161290322,0,1
4,PAYMENT,Chile,4491.15,C2022586114,175.0,0.0,M220588152,0.0,0.0,19,Savings,2018-01-16,Afternoon,2.0,0,4316.15,-4491.15,1,1,25.517897727272725,0,1
4,PAYMENT,Mexico,22349.62,C1468809177,3003.52,0.0,M610056415,0.0,0.0,8,Savings,2018-01-03,Afternoon,3.0,0,19346.1,-22349.62,1,1,7.438665743612956,0,1
4,PAYMENT,Ecuador,4987.87,C106193777,567.0,0.0,M725978326,0.0,0.0,18,Savings,2018-01-06,Afternoon,6.0,0,4420.87,-4987.87,1,1,8.781461267605634,0,1
4,PAYMENT,Panama,3775.14,C582479659,2517.24,0.0,M114565630,0.0,0.0,13,Savings,2018-01-19,Afternoon,5.0,0,1257.9,-3775.14,1,1,1.4991184319207067,0,1
5,PAYMENT,Nicaragua,7651.8,C462398202,216.0,0.0,M34940856,0.0,0.0,19,Savings,2018-01-11,Afternoon,4.0,0,7435.8,-7651.8,1,1,35.261751152073735,0,1
5,PAYMENT,Japon,3259.56,C422619140,264.0,0.0,M198503937,0.0,0.0,11,Savings,2018-01-16,Afternoon,2.0,0,2995.56,-3259.56,1,1,12.30022641509434,0,1
5,PAYMENT,Ucrania,4397.58,C374845463,835.0,0.0,M914629851,0.0,0.0,1,Savings,2018-01-19,Afternoon,5.0,0,3562.58,-4397.58,1,1,5.2602631578947365,0,1
5,PAYMENT,Reino Unido,13702.52,C1386640019,8446.08,0.0,M2034036629,0.0,0.0,13,Savings,2018-01-11,Afternoon,4.0,0,5256.4400000000005,-13702.52,1,1,1.622160557257656,0,1
5,PAYMENT,Reino Unido,5080.22,C1294534487,2769.42,0.0,M1913266128,0.0,0.0,15,Savings,2018-01-07,Afternoon,7.0,0,2310.8,-5080.22,1,1,1.833736400978913,0,1
5,PAYMENT,Brasil,15920.5,C2109182431,7004.0,0.0,M469391891,0.0,0.0,11,Savings,2018-01-13,Afternoon,6.0,0,8916.5,-15920.5,1,1,2.272733761598858,0,1
5,PAYMENT,Republica Dominicana,3617.0,C857811226,3570.0,0.0,M1036283684,0.0,0.0,19,Savings,2018-01-07,Afternoon,7.0,0,47.0,-3617.0,1,1,1.0128815457854943,0,1
5,PAYMENT,Nicaragua,7643.08,C490567348,4317.0,0.0,M1872258305,0.0,0.0,14,Savings,2018-01-08,Afternoon,1.0,0,3326.08,-7643.08,1,1,1.7700509495136638,0,1
5,PAYMENT,Mexico,26891.86,C294008652,15195.42,0.0,M1120687200,0.0,0.0,10,Savings,2018-01-09,Afternoon,2.0,0,11696.44,-26891.86,1,1,1.7696181074226693,0,1
5,PAYMENT,Mexico,1948.6,C933205333,441.0,0.0,M2118050088,0.0,0.0,9,Savings,2018-01-13,Afternoon,6.0,0,1507.6,-1948.6,1,1,4.408597285067873,0,1
5,PAYMENT,Vietnam,8479.04,C6650683,333.0,0.0,M753570330,0.0,0.0,1,Savings,2018-01-06,Afternoon,6.0,0,8146.040000000001,-8479.04,1,1,25.386347305389226,0,1
5,PAYMENT,Vietnam,3833.36,C1702180644,3137.0,0.0,M734097378,0.0,0.0,3,Savings,2018-01-06,Afternoon,6.0,0,696.3600000000001,-3833.36,1,1,1.221593371574251,0,1
5,PAYMENT,China,30981.44,C877959545,30383.06,0.0,M340418158,0.0,0.0,11,Savings,2018-01-10,Afternoon,3.0,0,598.3799999999974,-30981.44,1,1,1.019660966967548,0,1
5,PAYMENT,Turquia,4962.0,C1027158270,197.55,0.0,M1582427182,0.0,0.0,9,Savings,2018-01-09,Afternoon,2.0,0,4764.45,-4962.0,1,1,24.991186099219338,0,1
5,PAYMENT,Nueva Zelanda,24921.84,C2076029472,12212.42,0.0,M1828724670,0.0,0.0,18,Savings,2018-01-25,Afternoon,4.0,0,12709.42,-24921.84,1,1,2.04052918838458,0,1
5,PAYMENT,Nepal,29762.68,C1515730720,26055.58,0.0,M1322359657,0.0,0.0,12,Savings,2018-01-10,Afternoon,3.0,0,3707.0999999999985,-29762.68,1,1,1.1422327872652511,0,1
5,PAYMENT,Malasia,10256.09,C1121811842,8842.18,0.0,M2636011,0.0,0.0,2,Savings,2018-01-13,Afternoon,6.0,0,1413.9099999999999,-10256.09,1,1,1.159773972711174,0,1
5,PAYMENT,Canada,2315.6,C1578964260,1955.0,0.0,M218770562,0.0,0.0,5,Savings,2018-01-05,Afternoon,5.0,0,360.5999999999999,-2315.6,1,1,1.183844580777096,0,1
6,PAYMENT,China,20463.42,C1574057993,720.0,0.0,M107279519,0.0,0.0,9,Savings,2018-01-16,Afternoon,2.0,0,19743.42,-20463.42,1,1,28.381997226074894,0,1
6,PAYMENT,Filipinas,5469.25,C1206258545,30.0,0.0,M127269549,0.0,0.0,7,Savings,2018-01-07,Afternoon,7.0,0,5439.25,-5469.25,1,1,176.42741935483872,0,1
6,PAYMENT,Australia,18083.03,C1367775958,9575.0,0.0,M665390309,0.0,0.0,4,Savings,2018-01-08,Afternoon,1.0,0,8508.029999999999,-18083.03,1,1,1.8883698830409354,0,1
6,PAYMENT,Australia,17172.65,C2036431933,5065.0,0.0,M1238166297,0.0,0.0,20,Savings,2018-01-13,Afternoon,6.0,0,12107.650000000001,-17172.65,1,1,3.3897848401105413,0,1
6,PAYMENT,Australia,3829.0,C1634697653,562.0,0.0,M1330981538,0.0,0.0,11,Savings,2018-01-19,Afternoon,5.0,0,3267.0,-3829.0,1,1,6.801065719360569,0,1
6,PAYMENT,Italia,14199.19,C1267338499,631.0,0.0,M1425241044,0.0,0.0,13,Savings,2018-01-07,Afternoon,7.0,0,13568.19,-14199.19,1,1,22.467072784810128,0,1
6,PAYMENT,Italia,3669.27,C308434156,193.0,0.0,M660144865,0.0,0.0,10,Savings,2018-01-19,Afternoon,5.0,0,3476.27,-3669.27,1,1,18.913762886597937,0,1
6,PAYMENT,Colombia,13982.36,C967337409,10404.0,0.0,M337509625,0.0,0.0,12,Savings,2018-01-06,Afternoon,6.0,0,3578.3600000000006,-13982.36,1,1,1.3438116290245075,0,1
6,PAYMENT,Paises Bajos,38755.91,C181784570,11603.0,0.0,M595239111,0.0,0.0,8,Savings,2018-01-06,Afternoon,6.0,0,27152.910000000003,-38755.91,1,1,3.3398750430885906,0,1
6,PAYMENT,Niger,16865.33,C1269528782,2592.0,0.0,M1124055734,0.0,0.0,12,Savings,2018-01-05,Afternoon,5.0,0,14273.330000000002,-16865.33,1,1,6.504176629386811,0,1
6,PAYMENT,Angola,19937.81,C1987221006,276.0,0.0,M1773970438,0.0,0.0,5,Savings,2018-01-07,Afternoon,7.0,0,19661.81,-19937.81,1,1,71.9776534296029,0,1
6,PAYMENT,Italia,4419.68,C912493401,741.0,0.0,M797917388,0.0,0.0,18,Savings,2018-01-06,Afternoon,6.0,0,3678.6800000000003,-4419.68,1,1,5.956442048517521,0,1
6,PAYMENT,Reino Unido,28410.56,C1277753726,6209.0,0.0,M567859829,0.0,0.0,12,Savings,2018-01-12,Afternoon,5.0,0,22201.56,-28410.56,1,1,4.574969404186795,0,1
6,PAYMENT,Panama,6869.52,C1056204617,322.0,0.0,M1085622114,0.0,0.0,3,Savings,2018-01-10,Afternoon,3.0,0,6547.52,-6869.52,1,1,21.267863777089783,0,1
6,PAYMENT,Brasil,23041.84,C618403084,845.0,0.0,M489508218,0.0,0.0,10,Savings,2018-01-03,Afternoon,3.0,0,22196.84,-23041.84,1,1,27.236217494089836,0,1
6,PAYMENT,Republica Dominicana,28409.89,C1406696237,17364.0,0.0,M1191261658,0.0,0.0,6,Savings,2018-01-19,Afternoon,5.0,0,11045.89,-28409.89,1,1,1.6360431903253672,0,1
6,PAYMENT,Mexico,17993.08,C142147250,16930.0,0.0,M404240651,0.0,0.0,8,Savings,2018-01-25,Afternoon,4.0,0,1063.0800000000017,-17993.08,1,1,1.0627299037268916,0,1
6,PAYMENT,Mexico,16812.61,C834031849,10220.0,0.0,M1749018549,0.0,0.0,4,Savings,2018-01-05,Afternoon,5.0,0,6592.610000000001,-16812.61,1,1,1.6449085216710695,0,1
6,PAYMENT,Nicaragua,18007.93,C29271984,4940.0,0.0,M826490361,0.0,0.0,8,Savings,2018-01-08,Afternoon,1.0,0,13067.93,-18007.93,1,1,3.6445921878162317,0,1
6,PAYMENT,Australia,9292.35,C119876571,1609.0,0.0,M636094094,0.0,0.0,19,Savings,2018-01-13,Afternoon,6.0,0,7683.35,-9292.35,1,1,5.7716459627329195,0,1
6,PAYMENT,Australia,17896.02,C2001194011,7919.0,0.0,M1993314761,0.0,0.0,9,Savings,2018-01-03,Afternoon,3.0,0,9977.02,-17896.02,1,1,2.259598484848485,0,1
6,PAYMENT,Moldavia,22688.2,C752202140,426.0,0.0,M1896461827,0.0,0.0,17,Savings,2018-01-08,Afternoon,1.0,0,22262.2,-22688.2,1,1,53.13395784543326,0,1
6,PAYMENT,Italia,22344.15,C1351568309,14143.0,0.0,M1443030336,0.0,0.0,13,Savings,2018-01-11,Afternoon,4.0,0,8201.150000000001,-22344.15,1,1,1.5797617364253396,0,1
6,PAYMENT,Brasil,20950.16,C1246783221,7678.0,0.0,M1468876586,0.0,0.0,10,Savings,2018-01-19,Afternoon,5.0,0,13272.16,-20950.16,1,1,2.72824065633546,0,1
6,PAYMENT,Brasil,19852.81,C92686444,10089.0,0.0,M193240998,0.0,0.0,19,Savings,2018-01-07,Afternoon,7.0,0,9763.810000000001,-19852.81,1,1,1.9675728444003966,0,1
6,PAYMENT,Republica Dominicana,934.87,C2143018378,101.0,0.0,M1319019311,0.0,0.0,19,Savings,2018-01-06,Afternoon,6.0,0,833.87,-934.87,1,1,9.165392156862746,0,1
6,PAYMENT,Zimbabue,29478.3,C700253546,26612.0,0.0,M568787640,0.0,0.0,15,Savings,2018-01-11,Afternoon,4.0,0,2866.2999999999993,-29478.3,1,1,1.1076654266711756,0,1
6,PAYMENT,Turquia,18256.2,C480975330,2778.0,0.0,M1752820099,0.0,0.0,14,Savings,2018-01-11,Afternoon,4.0,0,15478.2,-18256.2,1,1,6.569341489744513,0,1
6,PAYMENT,Iran,15734.0,C1441087837,10160.0,0.0,M193020660,0.0,0.0,8,Savings,2018-01-12,Afternoon,5.0,0,5574.0,-15734.0,1,1,1.5484696388150772,0,1
6,PAYMENT,China,21795.98,C344967811,378.0,0.0,M757762073,0.0,0.0,6,Savings,2018-01-03,Afternoon,3.0,0,21417.98,-21795.98,1,1,57.50918205804749,0,1
6,PAYMENT,Indonesia,16461.41,C715657721,12360.0,0.0,M1722528506,0.0,0.0,7,Savings,2018-01-08,Afternoon,1.0,0,4101.41,-16461.41,1,1,1.3317215435644365,0,1
6,PAYMENT,Singapur,9909.88,C376299447,528.0,0.0,M1571025706,0.0,0.0,9,Savings,2018-01-08,Afternoon,1.0,0,9381.88,-9909.88,1,1,18.733232514177693,0,1
6,PAYMENT,Republica Dominicana,10520.87,C1875021403,8531.9,0.0,M1664659426,0.0,0.0,8,Savings,2018-01-06,Afternoon,6.0,0,1988.9700000000012,-10520.87,1,1,1.2329770652415943,0,1
6,PAYMENT,Banglades,31153.57,C1733184642,2158.0,0.0,M1462452338,0.0,0.0,11,Savings,2018-01-05,Afternoon,5.0,0,28995.57,-31153.57,1,1,14.429629458082445,0,1
6,PAYMENT,India,30168.17,C1407280813,17790.89,0.0,M817902707,0.0,0.0,4,Savings,2018-01-10,Afternoon,3.0,0,12377.279999999999,-30168.17,1,1,1.695613563258316,0,1
6,PAYMENT,Italia,10353.67,C1716645796,1125.0,0.0,M448945595,0.0,0.0,18,Savings,2018-01-06,Afternoon,6.0,0,9228.67,-10353.67,1,1,9.195088809946714,0,1
6,PAYMENT,Lituania,10854.35,C1399147309,9054.0,0.0,M1169338605,0.0,0.0,18,Savings,2018-01-06,Afternoon,6.0,0,1800.3500000000004,-10854.35,1,1,1.1987134180011043,0,1
6,PAYMENT,Francia,17575.98,C618864390,8512.0,0.0,M1562772628,0.0,0.0,11,Savings,2018-01-08,Afternoon,1.0,0,9063.98,-17575.98,1,1,2.0646047221895922,0,1
6,PAYMENT,Ucrania,21510.43,C1498401570,2061.0,0.0,M328838504,0.0,0.0,16,Savings,2018-01-19,Afternoon,5.0,0,19449.43,-21510.43,1,1,10.43182832201746,0,1
6,PAYMENT,Mexico,3263.58,C1813410454,1509.0,0.0,M1349400619,0.0,0.0,19,Savings,2018-01-11,Afternoon,4.0,0,1754.58,-3263.58,1,1,2.1613112582781455,0,1
6,PAYMENT,Australia,16917.51,C1562669118,9239.62,0.0,M1324420411,0.0,0.0,9,Savings,2018-01-05,Afternoon,5.0,0,7677.889999999998,-16917.51,1,1,1.830776506338319,0,1
6,PAYMENT,China,24544.47,C467903124,11511.0,0.0,M860892414,0.0,0.0,6,Savings,2018-01-10,Afternoon,3.0,0,13033.470000000001,-24544.47,1,1,2.1320769631688674,0,1
6,PAYMENT,Indonesia,18960.49,C1557571623,259.0,0.0,M1825984578,0.0,0.0,19,Savings,2018-01-03,Afternoon,3.0,0,18701.49,-18960.49,1,1,72.92496153846155,0,1
6,PAYMENT,China,7672.07,C1241184277,155.64,0.0,M805744373,0.0,0.0,2,Savings,2018-01-03,Afternoon,3.0,0,7516.429999999999,-7672.07,1,1,48.978996424923395,0,1
6,PAYMENT,Italia,15033.16,C607370452,11538.0,0.0,M1977202492,0.0,0.0,20,Savings,2018-01-10,Afternoon,3.0,0,3495.16,-15033.16,1,1,1.3028130687234596,0,1
6,PAYMENT,Francia,27668.81,C1809367960,13713.0,0.0,M882371818,0.0,0.0,10,Savings,2018-01-06,Afternoon,6.0,0,13955.810000000001,-27668.81,1,1,2.0175594283214235,0,1
7,PAYMENT,Rusia,9065.86,C691171870,5082.0,0.0,M1517112814,0.0,0.0,4,Savings,2018-01-06,Afternoon,6.0,0,3983.8600000000006,-9065.86,1,1,1.7835648239228803,0,1
7,PAYMENT,India,1284.56,C1654520666,153.0,0.0,M747984007,0.0,0.0,16,Savings,2018-01-16,Afternoon,2.0,0,1131.56,-1284.56,1,1,8.341298701298701,0,1
7,PAYMENT,Argentina,2865.64,C275432948,779.0,0.0,M1592602335,0.0,0.0,15,Savings,2018-01-05,Afternoon,5.0,0,2086.64,-2865.64,1,1,3.6738974358974357,0,1
7,PAYMENT,Malasia,15006.45,C1253785665,8239.0,0.0,M611587518,0.0,0.0,18,Savings,2018-01-07,Afternoon,7.0,0,6767.450000000001,-15006.45,1,1,1.8211711165048545,0,1
7,PAYMENT,Reino Unido,2878.68,C925800237,240.0,0.0,M1178027755,0.0,0.0,4,Savings,2018-01-06,Afternoon,6.0,0,2638.68,-2878.68,1,1,11.94473029045643,0,1
7,PAYMENT,Francia,599.0,C738381688,525.0,0.0,M1048559742,0.0,0.0,18,Savings,2018-01-05,Afternoon,5.0,0,74.0,-599.0,1,1,1.138783269961977,0,1
7,PAYMENT,Alemania,2375.97,C1776875429,676.11,0.0,M269724308,0.0,0.0,16,Savings,2018-01-12,Afternoon,5.0,0,1699.8599999999997,-2375.97,1,1,3.508986722984448,0,1
7,PAYMENT,India,8071.86,C1455386398,462.93,0.0,M1254252690,0.0,0.0,12,Savings,2018-01-07,Afternoon,7.0,0,7608.929999999999,-8071.86,1,1,17.398874830254563,0,1
7,PAYMENT,Turquia,665.74,C722305421,142.0,0.0,M1913827982,0.0,0.0,7,Savings,2018-01-06,Afternoon,6.0,0,523.74,-665.74,1,1,4.655524475524476,0,1
7,PAYMENT,Malasia,11375.84,C524225829,6892.14,0.0,M854246299,0.0,0.0,12,Savings,2018-01-16,Afternoon,2.0,0,4483.7,-11375.84,1,1,1.6503132099449598,0,1
7,PAYMENT,Honduras,15933.16,C551319099,4.58,0.0,M1283581890,0.0,0.0,20,Savings,2018-01-03,Afternoon,3.0,0,15928.58,-15933.16,1,1,2855.4050179211467,0,1
7,PAYMENT,Haiti,8249.72,C692782171,545.0,0.0,M42314793,0.0,0.0,8,Savings,2018-01-06,Afternoon,6.0,0,7704.719999999999,-8249.72,1,1,15.109377289377289,0,1
7,PAYMENT,Brasil,4314.27,C1382282580,2176.0,0.0,M2099834837,0.0,0.0,7,Savings,2018-01-10,Afternoon,3.0,0,2138.2700000000004,-4314.27,1,1,1.9817501148369319,0,1
7,PAYMENT,Reino Unido,12351.68,C131789159,4382.0,0.0,M1844762865,0.0,0.0,16,Savings,2018-01-05,Afternoon,5.0,0,7969.68,-12351.68,1,1,2.818088067533653,0,1
7,PAYMENT,Francia,7125.4,C1164481922,590.0,0.0,M121483686,0.0,0.0,19,Savings,2018-01-08,Afternoon,1.0,0,6535.4,-7125.4,1,1,12.056514382402707,0,1
7,PAYMENT,Finlandia,15568.94,C2061363062,10474.0,0.0,M67025210,0.0,0.0,17,Savings,2018-01-19,Afternoon,5.0,0,5094.9400000000005,-15568.94,1,1,1.486294988066826,0,1
7,PAYMENT,Honduras,1839.63,C717278052,580.0,0.0,M2078517303,0.0,0.0,4,Savings,2018-01-25,Afternoon,4.0,0,1259.63,-1839.63,1,1,3.1663166953528403,0,1
7,PAYMENT,Republica Dominicana,2446.2,C202160578,221.0,0.0,M246836039,0.0,0.0,18,Savings,2018-01-12,Afternoon,5.0,0,2225.2,-2446.2,1,1,11.018918918918919,0,1
7,PAYMENT,Cuba,2304.65,C1173668476,337.0,0.0,M105320614,0.0,0.0,13,Savings,2018-01-09,Afternoon,2.0,0,1967.65,-2304.65,1,1,6.818491124260356,0,1
7,PAYMENT,Mexico,12700.77,C437148684,10859.0,0.0,M1538546428,0.0,0.0,15,Savings,2018-01-12,Afternoon,5.0,0,1841.7700000000004,-12700.77,1,1,1.1695,0,1
7,PAYMENT,Filipinas,10704.2,C2019598356,9859.0,0.0,M141460585,0.0,0.0,17,Savings,2018-01-25,Afternoon,4.0,0,845.2000000000007,-10704.2,1,1,1.0856186612576066,0,1
7,PAYMENT,Singapur,11586.8,C1703226629,1119.0,0.0,M1195781551,0.0,0.0,10,Savings,2018-01-09,Afternoon,2.0,0,10467.8,-11586.8,1,1,10.345357142857143,0,1
7,PAYMENT,Indonesia,13128.66,C1202261290,3760.0,0.0,M881883721,0.0,0.0,18,Savings,2018-01-09,Afternoon,2.0,0,9368.66,-13128.66,1,1,3.490736506248338,0,1
7,PAYMENT,India,7262.43,C1482103005,149.0,0.0,M1516522869,0.0,0.0,15,Savings,2018-01-19,Afternoon,5.0,0,7113.43,-7262.43,1,1,48.4162,0,1
7,PAYMENT,Singapur,406.26,C464773456,107.0,0.0,M1747047649,0.0,0.0,15,Savings,2018-01-03,Afternoon,3.0,0,299.26,-406.26,1,1,3.7616666666666667,0,1
7,PAYMENT,Suecia,4171.95,C1054074477,294.0,0.0,M244926383,0.0,0.0,18,Savings,2018-01-03,Afternoon,3.0,0,3877.95,-4171.95,1,1,14.142203389830508,0,1
7,PAYMENT,Argentina,6929.73,C120476166,5234.0,0.0,M1175829504,0.0,0.0,13,Savings,2018-01-16,Afternoon,2.0,0,1695.7299999999996,-6929.73,1,1,1.3237306590257878,0,1
7,PAYMENT,Brasil,991.87,C1327408227,366.0,0.0,M61227510,0.0,0.0,2,Savings,2018-01-09,Afternoon,2.0,0,625.87,-991.87,1,1,2.7026430517711173,0,1
7,PAYMENT,Guatemala,5196.35,C1511675169,576.0,0.0,M1443062572,0.0,0.0,8,Savings,2018-01-19,Afternoon,5.0,0,4620.35,-5196.35,1,1,9.005805892547661,0,1
7,PAYMENT,Brasil,17126.69,C2023156074,8146.0,0.0,M1313152922,0.0,0.0,5,Savings,2018-01-25,Afternoon,4.0,0,8980.689999999999,-17126.69,1,1,2.1022081747882653,0,1
7,PAYMENT,Guatemala,7436.99,C1805981439,6520.0,0.0,M1002126468,0.0,0.0,3,Savings,2018-01-09,Afternoon,2.0,0,916.9899999999998,-7436.99,1,1,1.1404677196748965,0,1
7,PAYMENT,Mexico,7598.75,C1389208765,330.0,0.0,M1084946006,0.0,0.0,5,Savings,2018-01-13,Afternoon,6.0,0,7268.75,-7598.75,1,1,22.956948640483382,0,1
7,PAYMENT,Chile,8309.89,C728867118,1412.0,0.0,M1103456560,0.0,0.0,14,Savings,2018-01-16,Afternoon,2.0,0,6897.889999999999,-8309.89,1,1,5.8810261854210895,0,1
7,PAYMENT,Honduras,9953.07,C59966374,3409.54,0.0,M47701845,0.0,0.0,7,Savings,2018-01-19,Afternoon,5.0,0,6543.53,-9953.07,1,1,2.9183267165903346,0,1
7,PAYMENT,India,6008.89,C586634949,5567.0,0.0,M75867593,0.0,0.0,17,Savings,2018-01-13,Afternoon,6.0,0,441.8900000000003,-6008.89,1,1,1.0791828304597701,0,1
7,PAYMENT,Singapur,3545.34,C1737577556,130.0,0.0,M411529129,0.0,0.0,19,Savings,2018-01-05,Afternoon,5.0,0,3415.34,-3545.34,1,1,27.063664122137407,0,1
7,PAYMENT,Australia,2769.02,C875678495,164.0,0.0,M1120531149,0.0,0.0,15,Savings,2018-01-16,Afternoon,2.0,0,2605.02,-2769.02,1,1,16.781939393939393,0,1
7,PAYMENT,Australia,9098.14,C2008088356,268.0,0.0,M962126152,0.0,0.0,17,Savings,2018-01-06,Afternoon,6.0,0,8830.14,-9098.14,1,1,33.82208178438661,0,1
7,PAYMENT,Arabia Saudi,9074.62,C346327277,176.0,0.0,M1128092982,0.0,0.0,9,Savings,2018-01-06,Afternoon,6.0,0,8898.62,-9074.62,1,1,51.269039548022604,0,1
7,PAYMENT,Marruecos,7481.86,C748353280,3684.0,0.0,M696876463,0.0,0.0,19,Savings,2018-01-19,Afternoon,5.0,0,3797.8599999999997,-7481.86,1,1,2.0303554952510177,0,1
7,PAYMENT,Nigeria,6876.93,C582146531,5420.0,0.0,M1130368480,0.0,0.0,2,Savings,2018-01-08,Afternoon,1.0,0,1456.9300000000003,-6876.93,1,1,1.2685722191477589,0,1
7,PAYMENT,Espana,3702.39,C1135188106,1161.0,0.0,M1629485709,0.0,0.0,10,Savings,2018-01-11,Afternoon,4.0,0,2541.39,-3702.39,1,1,3.186222030981067,0,1
7,PAYMENT,Francia,7785.98,C861715645,4057.0,0.0,M1690803049,0.0,0.0,12,Savings,2018-01-13,Afternoon,6.0,0,3728.9799999999996,-7785.98,1,1,1.9186742237555445,0,1
7,PAYMENT,Alemania,3212.49,C96487045,231.0,0.0,M1538995486,0.0,0.0,19,Savings,2018-01-16,Afternoon,2.0,0,2981.49,-3212.49,1,1,13.846939655172413,0,1
7,PAYMENT,Austria,1157.15,C703352837,346.0,0.0,M1120843391,0.0,0.0,4,Savings,2018-01-07,Afternoon,7.0,0,811.1500000000001,-1157.15,1,1,3.334726224783862,0,1
7,PAYMENT,Republica Democratica del Congo,10346.92,C758477563,9532.81,0.0,M1330697616,0.0,0.0,10,Savings,2018-01-08,Afternoon,1.0,0,814.1100000000006,-10346.92,1,1,1.0852869943915393,0,1
7,PAYMENT,Austria,30221.72,C1210532271,12616.82,0.0,M1807764104,0.0,0.0,6,Savings,2018-01-06,Afternoon,6.0,0,17604.9,-30221.72,1,1,2.3951617632839906,0,1
7,PAYMENT,Panama,13693.33,C858084679,11047.0,0.0,M823978176,0.0,0.0,4,Savings,2018-01-03,Afternoon,3.0,0,2646.33,-13693.33,1,1,1.239439717595945,0,1
7,PAYMENT,Honduras,12379.63,C619563614,11778.0,0.0,M1802531523,0.0,0.0,14,Savings,2018-01-19,Afternoon,5.0,0,601.6299999999992,-12379.63,1,1,1.0509915952118176,0,1
7,PAYMENT,Mexico,3313.09,C262986467,314.0,0.0,M1419006874,0.0,0.0,19,Savings,2018-01-10,Afternoon,3.0,0,2999.09,-3313.09,1,1,10.517746031746032,0,1
1,PAYMENT,Estados Unidos,2252.44,C104716441,1627.0,0.0,M1506951181,0.0,0.0,2,Savings,2018-01-05,Morning,5.0,0,625.44,-2252.44,1,1,1.3835626535626535,0,1
1,PAYMENT,Estados Unidos,1982.04,C1943444495,534.0,0.0,M874740624,0.0,0.0,15,Savings,2018-01-08,Afternoon,1.0,0,1448.04,-1982.04,1,1,3.7047476635514016,0,1
1,PAYMENT,Estados Unidos,4416.74,C648630181,3215.18,0.0,M1179272258,0.0,0.0,14,Savings,2018-01-11,Morning,4.0,0,1201.56,-4416.74,1,1,1.3732875647507292,0,1
1,PAYMENT,Estados Unidos,749.26,C1547817015,724.0,0.0,M35864696,0.0,0.0,3,Savings,2018-01-25,Morning,4.0,0,25.25999999999999,-749.26,1,1,1.0334620689655172,0,1
1,PAYMENT,Estados Unidos,10757.7,C1299126654,666.0,0.0,M116356643,0.0,0.0,2,Savings,2018-01-11,Night,4.0,0,10091.7,-10757.7,1,1,16.12848575712144,0,1
1,PAYMENT,Estados Unidos,7003.44,C1771687225,5777.0,0.0,M347791431,0.0,0.0,13,Savings,2018-01-13,Night,6.0,0,1226.4399999999996,-7003.44,1,1,1.2120872274143302,0,1
1,PAYMENT,Estados Unidos,2387.09,C1440332016,1164.0,0.0,M173115411,0.0,0.0,11,Savings,2018-01-19,Afternoon,5.0,0,1223.0900000000001,-2387.09,1,1,2.0490042918454936,0,1
1,PAYMENT,Estados Unidos,12122.55,C284268103,10963.66,0.0,M271514713,0.0,0.0,16,Savings,2018-01-05,Morning,5.0,0,1158.8899999999994,-12122.55,1,1,1.1056019976907627,0,1
1,PAYMENT,Estados Unidos,5954.9,C1507293264,5014.0,0.0,M1408043496,0.0,0.0,1,Savings,2018-01-13,Night,6.0,0,940.8999999999996,-5954.9,1,1,1.1874177467597207,0,1
1,PAYMENT,Estados Unidos,4905.54,C1102181662,294.0,0.0,M978599729,0.0,0.0,10,Savings,2018-01-11,Morning,4.0,0,4611.54,-4905.54,1,1,16.628949152542372,0,1
1,PAYMENT,Estados Unidos,2374.49,C1707634104,1382.0,0.0,M2130606983,0.0,0.0,16,Savings,2018-01-13,Night,6.0,0,992.4899999999998,-2374.49,1,1,1.7169125090383224,0,1
1,PAYMENT,Estados Unidos,6720.15,C1803714790,2370.51,0.0,M1863557065,0.0,0.0,1,Savings,2018-01-25,Morning,4.0,0,4349.639999999999,-6720.15,1,1,2.8337008909935015,0,1
